pgid;startdatum;einddatum;eind_winter;begin_zomer;eind_zomer;begin_winter;zomerpeil;winterpeil;2e marge onder;1e marge onder;1e marge boven;2e marge boven
PG1230;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0298;20190101;20210420;01-04;01-05;01-09;01-10;-1.35;-1.35;10;5;5;10
PG0434;20190101;20230404;01-04;01-05;01-09;01-10;-1.1;-1.1;25;10;10;25
PG0301;20190101;20200723;01-04;01-05;01-09;01-10;-2.3;-2.3;0;0;0;0
PG0500;20190101;20231031;01-04;01-05;01-09;01-10;-0.5;-0.5;25;10;10;25
PG0885;20190101;20231023;01-04;01-05;01-09;01-10;0.25;0.25;25;10;10;25
PG1483;20190101;20271130;01-04;01-05;01-09;01-10;-0.85;-0.85;25;10;10;25
PG0135;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0774;20190101;20250120;01-04;01-05;01-09;01-10;-1.91;-1.91;0;0;0;0
PG2357;20190101;20230404;01-04;01-05;01-09;01-10;-1.55;-1.6;25;10;10;25
PG2355;20130404;20230404;01-04;01-05;01-09;01-10;-1.77;-1.87;25;10;10;25
PG2355;20230404;20330404;01-04;01-05;01-09;01-10;-1.8;-1.9;25;10;10;25
PG2350;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2349;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2348;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2356;20130404;20230404;01-04;01-05;01-09;01-10;-1.77;-1.87;25;10;10;25
PG2356;20230404;20330404;01-04;01-05;01-09;01-10;-1.8;-1.9;25;10;10;25
PG0177;20190101;20230404;01-04;01-05;01-09;01-10;-0.63;-0.63;25;10;10;25
PG1169;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0138;20190101;20231031;01-04;01-05;01-09;01-10;-0.375;-0.375;25;17.5;17.5;25
PG0889;20190101;20231023;01-04;01-05;01-09;01-10;0.9;0.9;25;10;10;25
