pgid;startdatum;einddatum;eind_winter;begin_zomer;eind_zomer;begin_winter;zomerpeil;winterpeil;2e marge onder;1e marge onder;1e marge boven;2e marge boven
PG1550;20190101;20250120;01-04;01-05;01-09;01-10;-1.7;-1.8;0;0;0;0
PG1549;20190101;20250120;01-04;01-05;01-09;01-10;-1.7;-1.8;0;0;0;0
PG1548;20190101;20250120;01-04;01-05;01-09;01-10;-1.7;-1.8;0;0;0;0
PG2376;20190101;20230404;01-04;01-05;01-09;01-10;-1;-1;25;10;10;25
PG2361;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0951;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2360;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1200;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1177;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0229;20190101;20230613;01-04;01-05;01-09;01-10;-0.65;-0.65;10;5;5;10
PG0831;20190101;20230404;01-04;01-05;01-09;01-10;0.4;0.4;25;10;10;25
PG0736;20190101;20271130;01-04;01-05;01-09;01-10;0.2;0.2;25;10;10;25
PG1010;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0920;20190101;20230404;01-04;01-05;01-09;01-10;-1.35;-1.35;25;10;10;25
PG0195;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0689;20190101;20240321;01-04;01-05;01-09;01-10;-0.35;-0.35;25;10;10;25
PG0401;20190605;20290605;01-04;01-05;01-09;01-10;-1.9;-1.9;25;10;10;25
PG1295;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0327;20190101;20240219;01-04;01-05;01-09;01-10;-1.6;-1.6;10;5;5;10
PG2038;20190101;20210420;01-04;01-05;01-09;01-10;-1.5;-1.5;10;5;5;10
PG2037;20190101;20210420;01-04;01-05;01-09;01-10;-1.5;-1.5;10;5;5;10
PG2034;20190101;20210420;01-04;01-05;01-09;01-10;-1.87;-1.97;10;5;5;10
PG2033;20190101;20210420;01-04;01-05;01-09;01-10;-1.87;-1.97;10;5;5;10
PG2036;20190101;20210420;01-04;01-05;01-09;01-10;-1.87;-1.97;10;5;5;10
PG2035;20190101;20210420;01-04;01-05;01-09;01-10;-1.87;-1.97;10;5;5;10
PG1546;20190101;20250120;01-04;01-05;01-09;01-10;-1.7;-1.8;0;0;0;0
PG1545;20190101;20250120;01-04;01-05;01-09;01-10;-1.7;-1.8;0;0;0;0
PG1544;20190101;20250120;01-04;01-05;01-09;01-10;-1.7;-1.8;0;0;0;0
PG0976;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1237;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0504;20190101;20240321;01-04;01-05;01-09;01-10;-0.6;-0.6;25;10;10;25
PG0290;20190101;20250120;01-04;01-05;01-09;01-10;-2;-2;0;0;0;0
PG0520;20190101;20240321;01-04;01-05;01-09;01-10;0.14;0.14;25;10;10;25
PG0136;20190101;20231023;01-04;01-05;01-09;01-10;1.8;1.8;25;10;10;25
PG0969;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1117;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1182;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0583;20190101;20271101;01-04;01-05;01-09;01-10;-1.3;-1.3;25;10;10;25
PG0955;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1099;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1806;20190101;20210420;01-04;01-05;01-09;01-10;-1.6;-1.7;10;5;5;10
PG1803;20190101;20210420;01-04;01-05;01-09;01-10;-1.9;-2;10;5;5;10
PG1802;20190101;20210420;01-04;01-05;01-09;01-10;-1.9;-2;10;5;5;10
PG2227;20190101;20230404;01-04;01-05;01-09;01-10;-2.05;-2.05;25;10;10;25
PG1536;20190101;20250120;01-04;01-05;01-09;01-10;-1.7;-1.8;0;0;0;0
PG1804;20190101;20210420;01-04;01-05;01-09;01-10;-1.9;-2;10;5;5;10
PG1594;20190101;20271115;01-04;01-05;01-09;01-10;-2.14;-2.24;25;10;10;25
PG1587;20190101;20271115;01-04;01-05;01-09;01-10;-2.14;-2.24;25;10;10;25
PG1586;20190101;20271115;01-04;01-05;01-09;01-10;-2.14;-2.24;25;10;10;25
PG1585;20190101;20271115;01-04;01-05;01-09;01-10;-2.14;-2.24;25;10;10;25
PG1584;20190101;20271115;01-04;01-05;01-09;01-10;-2.14;-2.24;25;10;10;25
PG1583;20190101;20271115;01-04;01-05;01-09;01-10;-2.14;-2.24;25;10;10;25
PG1578;20190101;20271115;01-04;01-05;01-09;01-10;-2.14;-2.24;25;10;10;25
PG1577;20190101;20271115;01-04;01-05;01-09;01-10;-2.14;-2.24;25;10;10;25
PG1576;20190101;20271115;01-04;01-05;01-09;01-10;-2.14;-2.24;25;10;10;25
PG1574;20190101;20271115;01-04;01-05;01-09;01-10;-2.14;-2.24;25;10;10;25
PG1575;20190101;20271115;01-04;01-05;01-09;01-10;-2.14;-2.24;25;10;10;25
PG1582;20190101;20271115;01-04;01-05;01-09;01-10;-2.14;-2.24;25;10;10;25
PG1581;20190101;20271115;01-04;01-05;01-09;01-10;-2.14;-2.24;25;10;10;25
PG1580;20190101;20271115;01-04;01-05;01-09;01-10;-2.14;-2.24;25;10;10;25
PG1579;20190101;20271115;01-04;01-05;01-09;01-10;-2.14;-2.24;25;10;10;25
PG2027;20190101;20221115;01-04;01-05;01-09;01-10;-0.1;-0.25;25;10;10;25
PG1240;20130404;20230404;01-04;01-05;01-09;01-10;-1.9;-2;25;10;10;25
PG1240;20230404;20330404;01-04;01-05;01-09;01-10;-1.93;-2.03;25;10;10;25
PG1196;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0307;20190101;20210420;01-04;01-05;01-09;01-10;-1.5;-1.5;10;5;5;10
PG0280;20190101;20210420;01-04;01-05;01-09;01-10;-1;-1;10;5;5;10
PG2018;20190101;20210420;01-04;01-05;01-09;01-10;-1.73;-1.83;10;5;5;10
PG2019;20190101;20210420;01-04;01-05;01-09;01-10;-1.73;-1.83;10;5;5;10
PG2017;20190101;20210420;01-04;01-05;01-09;01-10;-1.73;-1.83;10;5;5;10
PG2020;20190101;20210420;01-04;01-05;01-09;01-10;-1.73;-1.83;10;5;5;10
PG0862;20190101;20230404;01-04;01-05;01-09;01-10;-1;-1;25;10;10;25
PG0197;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1202;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1308;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0253;20190101;20230613;01-04;01-05;01-09;01-10;-1.15;-1.15;10;5;5;10
PG0537;20190101;20240321;01-04;01-05;01-09;01-10;-0.7;-0.7;25;10;10;25
PG1805;20190101;20210420;01-04;01-05;01-09;01-10;-1.9;-2;10;5;5;10
PG1535;20190101;20250120;01-04;01-05;01-09;01-10;-1.7;-1.8;0;0;0;0
PG1801;20190101;20210420;01-04;01-05;01-09;01-10;-1.9;-2;10;5;5;10
PG1493;20190101;20271130;01-04;01-05;01-09;01-10;-0.4;-0.4;25;10;10;25
PG1288;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1108;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2224;20190101;20230404;01-04;01-05;01-09;01-10;0.2;0.2;25;10;10;25
PG0934;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1155;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1149;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1920;20190101;20250120;01-04;01-05;01-09;01-10;-1.37;-1.37;0;0;0;0
PG0521;20190101;20240321;01-04;01-05;01-09;01-10;-0.6;-0.6;25;10;10;25
PG0414;20190101;20230404;01-04;01-05;01-09;01-10;-1.1;-1.1;25;10;10;25
PG2016;20190101;20210420;01-04;01-05;01-09;01-10;-1.62;-1.72;10;5;5;10
PG2014;20190101;20210420;01-04;01-05;01-09;01-10;-1.62;-1.72;10;5;5;10
PG2015;20190101;20210420;01-04;01-05;01-09;01-10;-1.62;-1.72;10;5;5;10
PG2013;20190101;20210420;01-04;01-05;01-09;01-10;-1.96;-2.06;10;5;5;10
PG2006;20190101;20210420;01-04;01-05;01-09;01-10;-1.96;-2.06;10;5;5;10
PG2007;20190101;20210420;01-04;01-05;01-09;01-10;-1.96;-2.06;10;5;5;10
PG2008;20190101;20210420;01-04;01-05;01-09;01-10;-1.96;-2.06;10;5;5;10
PG0539;20190101;20240321;01-04;01-05;01-09;01-10;0;0;25;10;10;25
PG0540;20190101;20240321;01-04;01-05;01-09;01-10;-1.3;-1.3;25;10;10;25
PG0950;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1437;20190101;20230613;01-04;01-05;01-09;01-10;-1.3;-1.3;10;65.0;65.0;10
PG1233;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1080;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0527;20190101;20240321;01-04;01-05;01-09;01-10;-0.35;-0.35;25;10;10;25
PG0870;20190101;20250120;01-04;01-05;01-09;01-10;-2.1;-2.15;0;0;0;0
PG1541;20190101;20250120;01-04;01-05;01-09;01-10;-1.7;-1.8;0;0;0;0
PG2373;20190101;20230404;01-04;01-05;01-09;01-10;-0.33;-0.43;25;10;10;25
PG1070;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2370;20190101;20230404;01-04;01-05;01-09;01-10;-1.48;-1.58;25;10;10;25
PG2369;20190101;20230404;01-04;01-05;01-09;01-10;0.13;0.13;25;10;10;25
PG2068;20190101;20230717;01-04;01-05;01-09;01-10;2;2;25;10;10;25
PG2195;20130404;20230404;01-04;01-05;01-09;01-10;-2.22;-2.32;25;10;10;25
PG2195;20230404;20330404;01-04;01-05;01-09;01-10;-2.2;-2.3;25;10;10;25
PG2194;20190101;20240219;01-04;01-05;01-09;01-10;-1.25;-1.25;10;5;5;10
PG1396;20051020;20081020;01-04;01-05;01-09;01-10;-2.81;-2.91;0;0;0;0
PG1396;20081020;20111020;01-04;01-05;01-09;01-10;-2.83;-2.93;0;0;0;0
PG1396;20111020;20141020;01-04;01-05;01-09;01-10;-2.85;-2.95;0;0;0;0
PG1396;20141020;20191231;01-04;01-05;01-09;01-10;-2.87;-2.97;0;0;0;0
PG0313;20190101;20230613;01-04;01-05;01-09;01-10;-1.55;-1.55;10;5;5;10
PG1290;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1137;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1241;20130404;20230404;01-04;01-05;01-09;01-10;-1.9;-2;25;10;10;25
PG1241;20230404;20330404;01-04;01-05;01-09;01-10;-1.93;-2.03;25;10;10;25
PG0272;20190101;20210420;01-04;01-05;01-09;01-10;-1.3;-1.3;10;5;5;10
PG2232;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1289;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1298;20130404;20230404;01-04;01-05;01-09;01-10;-1.9;-2;25;10;10;25
PG1298;20230404;20330404;01-04;01-05;01-09;01-10;-1.93;-2.03;25;10;10;25
PG0550;20190101;20230404;01-04;01-05;01-09;01-10;-1;-1;25;10;10;25
PG1236;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0306;20190101;20210420;01-04;01-05;01-09;01-10;-0.85;-0.85;10;5;5;10
PG0278;20190101;20210420;01-04;01-05;01-09;01-10;-0.47;-0.47;10;5;5;10
PG0928;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0785;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1296;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1317;20051020;20081020;01-04;01-05;01-09;01-10;-2.42;-2.47;0;0;0;0
PG1317;20081020;20111020;01-04;01-05;01-09;01-10;-2.44;-2.49;0;0;0;0
PG1317;20111020;20141020;01-04;01-05;01-09;01-10;-2.46;-2.51;0;0;0;0
PG1317;20141020;20191231;01-04;01-05;01-09;01-10;-2.48;-2.53;0;0;0;0
PG1331;20190101;20230404;01-04;01-05;01-09;01-10;-0.05;-0.05;25;10;10;25
PG1533;20190101;20250120;01-04;01-05;01-09;01-10;-1.7;-1.8;0;0;0;0
PG1162;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0835;20190605;20290605;01-04;01-05;01-09;01-10;-0.67;-0.67;25;10;10;25
PG2368;20190101;20230404;01-04;01-05;01-09;01-10;-1.48;-1.58;25;10;10;25
PG2366;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2365;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2364;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2363;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1229;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0970;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0548;20190101;20250514;01-04;01-05;01-09;01-10;-1.6;-1.6;0;0;0;0
PG0946;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0196;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2216;20190101;20230404;01-04;01-05;01-09;01-10;-1.65;-1.65;25;10;10;25
PG2218;20190101;20230404;01-04;01-05;01-09;01-10;-1.65;-1.65;25;10;10;25
PG2217;20190101;20230404;01-04;01-05;01-09;01-10;-0.85;-0.85;25;10;10;25
PG2215;20190101;20230404;01-04;01-05;01-09;01-10;-1.95;-1.95;25;10;10;25
PG2214;20190101;20230404;01-04;01-05;01-09;01-10;-1.1;-1.1;25;10;10;25
PG1486;20190101;20271130;01-04;01-05;01-09;01-10;-0.45;-0.45;25;10;10;25
PG1573;20190101;20271115;01-04;01-05;01-09;01-10;-2.14;-2.24;25;10;10;25
PG1572;20190101;20271115;01-04;01-05;01-09;01-10;-2.14;-2.24;25;10;10;25
PG1571;20190101;20271115;01-04;01-05;01-09;01-10;-2.14;-2.24;25;10;10;25
PG1570;20190101;20271115;01-04;01-05;01-09;01-10;-2.14;-2.24;25;10;10;25
PG1569;20190101;20271115;01-04;01-05;01-09;01-10;-2.14;-2.24;25;10;10;25
PG1568;20190101;20271115;01-04;01-05;01-09;01-10;-2.14;-2.24;25;10;10;25
PG2049;20190101;20210420;01-04;01-05;01-09;01-10;-2.02;-2.12;10;5;5;10
PG1567;20190101;20271115;01-04;01-05;01-09;01-10;-2.14;-2.24;25;10;10;25
PG1566;20190101;20271115;01-04;01-05;01-09;01-10;-2.14;-2.24;25;10;10;25
PG1565;20190101;20271115;01-04;01-05;01-09;01-10;-2.14;-2.24;25;10;10;25
PG1564;20190101;20271115;01-04;01-05;01-09;01-10;-2.14;-2.24;25;10;10;25
PG1563;20190101;20271115;01-04;01-05;01-09;01-10;-2.14;-2.24;25;10;10;25
PG0012;20190101;20221115;01-04;01-05;01-09;01-10;1.7;1.7;25;10;10;25
PG1915;20190101;20250120;01-04;01-05;01-09;01-10;-2.01;-2.11;0;0;0;0
PG1913;20190101;20250120;01-04;01-05;01-09;01-10;-2.01;-2.11;0;0;0;0
PG1775;20190101;20250312;01-04;01-05;01-09;01-10;-1.96;-2.06;10;5;638;0
PG2239;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1293;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0973;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1145;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0957;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1124;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1007;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2090;20190101;20240321;01-04;01-05;01-09;01-10;0.2;0.2;25;10;10;25
PG1189;20190101;20221115;01-04;01-05;01-09;01-10;0.3;0.3;25;10;10;25
PG0328;20190101;20250312;01-04;01-05;01-09;01-10;-0.47;-0.47;10;5;638;0
PG1441;20190101;20230613;01-04;01-05;01-09;01-10;-0.7;-0.7;10;5;5;10
PG1430;20190101;20230613;01-04;01-05;01-09;01-10;-0.7;-0.7;10;5;5;10
PG1238;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1071;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1284;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0801;20190101;20271101;01-04;01-05;01-09;01-10;-2.73;-2.83;25;10;10;25
PG0972;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0314;20190101;20240219;01-04;01-05;01-09;01-10;-1.42;-1.42;10;5;5;10
PG1235;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2050;20190101;20210420;01-04;01-05;01-09;01-10;-2.02;-2.12;10;5;5;10
PG2048;20190101;20210420;01-04;01-05;01-09;01-10;-2.02;-2.12;10;5;5;10
PG0766;20190101;20230404;01-04;01-05;01-09;01-10;-0.5;-0.5;25;10;10;25
PG0895;20190101;20230717;01-04;01-05;01-09;01-10;0.05;0.05;25;10;10;25
PG0873;20190101;20250514;01-04;01-05;01-09;01-10;-0.3;-0.3;0;0;0;0
PG2418;20190101;20230404;01-04;01-05;01-09;01-10;-1.95;-1.95;25;10;10;25
PG2382;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2380;20190101;20230404;01-04;01-05;01-09;01-10;-2.01;-2.01;25;10;10;25
PG2381;20190101;20230404;01-04;01-05;01-09;01-10;-2.01;-2.01;25;10;10;25
PG2379;20190101;20230404;01-04;01-05;01-09;01-10;-2.01;-2.01;25;10;10;25
PG2377;20190101;20230404;01-04;01-05;01-09;01-10;-2.01;-2.01;25;10;10;25
PG0230;20190101;20230613;01-04;01-05;01-09;01-10;-0.47;-0.47;10;5;5;10
PG0411;20190101;20230404;01-04;01-05;01-09;01-10;-0.8;-0.8;25;10;10;25
PG0799;20190101;20240219;01-04;01-05;01-09;01-10;-1.43;-1.43;10;5;5;10
PG1039;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1306;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1045;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0141;20190101;20221115;01-04;01-05;01-09;01-10;0.45;0.45;25;10;10;25
PG2066;20190101;20230717;01-04;01-05;01-09;01-10;2;2;25;10;10;25
PG1945;20190101;20210420;01-04;01-05;01-09;01-10;-1.53;-1.63;10;5;5;10
PG0114;20190101;20230404;01-04;01-05;01-09;01-10;-2.05;-2.05;25;10;10;25
PG1063;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0509;20190101;20240321;01-04;01-05;01-09;01-10;-0.84;-0.84;25;10;10;25
PG1944;20190101;20210420;01-04;01-05;01-09;01-10;-1.53;-1.63;10;5;5;10
PG1943;20190101;20210420;01-04;01-05;01-09;01-10;-1.53;-1.63;10;5;5;10
PG1942;20190101;20210420;01-04;01-05;01-09;01-10;-1.9;-2;10;5;5;10
PG1946;20190101;20210420;01-04;01-05;01-09;01-10;-1.53;-1.63;10;5;5;10
PG1948;20190101;20210420;01-04;01-05;01-09;01-10;-1.53;-1.63;10;5;5;10
PG1940;20190101;20210420;01-04;01-05;01-09;01-10;-1.53;-1.63;10;5;5;10
PG1947;20190101;20210420;01-04;01-05;01-09;01-10;-1.53;-1.63;10;5;5;10
PG1073;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1001;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0926;20190101;20230404;01-04;01-05;01-09;01-10;0.07;0.07;25;10;10;25
PG1220;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0288;20190101;20250120;01-04;01-05;01-09;01-10;-1.9;-1.95;0;0;0;0
PG0958;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1341;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1009;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1494;20190101;20230613;01-04;01-05;01-09;01-10;-0.7;-0.8;10;5;5;10
PG1285;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1146;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0513;20190101;20240321;01-04;01-05;01-09;01-10;-0.9;-0.9;25;10;10;25
PG1339;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0876;20190101;20230404;01-04;01-05;01-09;01-10;-1.79;-1.79;25;10;10;25
PG2378;20190101;20230404;01-04;01-05;01-09;01-10;-2.01;-2.01;25;10;10;25
PG0112;20190101;20271130;01-04;01-05;01-09;01-10;-0.55;-0.55;25;10;10;25
PG1213;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1015;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1863;20190525;20290525;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2179;20190101;20231009;01-04;01-05;01-09;01-10;2.45;2.45;0;545.0;10;25
PG1043;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0981;20190101;20230404;01-04;01-05;01-09;01-10;-2;-2;25;10;10;25
PG0844;20190101;20230717;01-04;01-05;01-09;01-10;0.3;0.3;25;10;10;25
PG1939;20190101;20210420;01-04;01-05;01-09;01-10;-1.53;-1.63;10;5;5;10
PG1941;20190101;20210420;01-04;01-05;01-09;01-10;-1.9;-2;10;5;5;10
PG1936;20190101;20210420;01-04;01-05;01-09;01-10;-1.53;-1.63;10;5;5;10
PG0680;20190101;20231031;01-04;01-05;01-09;01-10;-0.3;-0.3;25;10;10;25
PG1480;20190101;20271130;01-04;01-05;01-09;01-10;-0.7;-0.7;25;10;10;25
PG1329;20190101;20230404;01-04;01-05;01-09;01-10;-0.2;-0.2;25;10;10;25
PG1180;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0556;20190101;20250514;01-04;01-05;01-09;01-10;-0.8;-0.8;0;0;0;0
PG0339;20190101;20210210;01-04;01-05;01-09;01-10;-0.5;-0.5;10;5;5;10
PG0506;20190101;20240321;01-04;01-05;01-09;01-10;-0.3;-0.3;25;10;10;25
PG2286;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0896;20190101;20210420;01-04;01-05;01-09;01-10;-1.25;-1.25;10;5;5;10
PG1245;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0838;20190101;20250120;01-04;01-05;01-09;01-10;-2.3;-2.3;0;0;0;0
PG2051;20190101;20210420;01-04;01-05;01-09;01-10;-2.02;-2.12;10;5;5;10
PG2046;20190101;20210420;01-04;01-05;01-09;01-10;-2.02;-2.12;10;5;5;10
PG2047;20190101;20210420;01-04;01-05;01-09;01-10;-2.02;-2.12;10;5;5;10
PG2045;20190101;20210420;01-04;01-05;01-09;01-10;-2.02;-2.12;10;5;5;10
PG2039;20190101;20210420;01-04;01-05;01-09;01-10;-2.02;-2.02;10;5;5;10
PG2043;20190101;20210420;01-04;01-05;01-09;01-10;-2.02;-2.02;10;5;5;10
PG2042;20190101;20210420;01-04;01-05;01-09;01-10;-1.76;-1.76;10;5;5;10
PG2032;20190101;20271130;01-04;01-05;01-09;01-10;-0.5;-0.5;25;10;10;25
PG2026;20190101;20210420;01-04;01-05;01-09;01-10;-2;-2;10;5;5;10
PG2024;20190101;20210420;01-04;01-05;01-09;01-10;-1.6;-1.7;10;5;5;10
PG2023;20190101;20210420;01-04;01-05;01-09;01-10;-1.6;-1.7;10;5;5;10
PG2025;20190101;20210420;01-04;01-05;01-09;01-10;-1.6;-1.7;10;5;5;10
PG0586;20190101;20231023;01-04;01-05;01-09;01-10;1.725;1.725;25;27.5;27.5;25
PG1186;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0901;20190101;20230404;01-04;01-05;01-09;01-10;-1.9;-1.9;25;10;10;25
PG0345;20190101;20210210;01-04;01-05;01-09;01-10;-0.8;-1;10;5;5;10
PG1887;20190101;20250120;01-04;01-05;01-09;01-10;-1.4;-1.4;0;0;0;0
PG1173;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2089;20190101;20240321;01-04;01-05;01-09;01-10;0.3;0.3;25;10;10;25
PG1111;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1311;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2141;20190101;20230404;01-04;01-05;01-09;01-10;-1.59;-1.59;25;10;10;25
PG1120;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2131;20190101;20240219;01-04;01-05;01-09;01-10;-2.13;-2.13;10;5;5;10
PG2450;20190101;20231023;01-04;01-05;01-09;01-10;1.3;1.3;25;10;10;25
PG0058;20190101;20231023;01-04;01-05;01-09;01-10;-0.4;-0.4;25;10;10;25
PG1589;20190101;20271115;01-04;01-05;01-09;01-10;-2.14;-2.24;25;10;10;25
PG1057;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0623;20190101;20230404;01-04;01-05;01-09;01-10;-1.55;-1.55;25;10;10;25
PG1765;20190101;20271101;01-04;01-05;01-09;01-10;-2.24;-2.34;25;10;10;25
PG1764;20190101;20271101;01-04;01-05;01-09;01-10;-2.24;-2.34;25;10;10;25
PG1763;20190101;20271101;01-04;01-05;01-09;01-10;-2.24;-2.34;25;10;10;25
PG1762;20190101;20271101;01-04;01-05;01-09;01-10;-2.24;-2.34;25;10;10;25
PG1761;20190101;20271101;01-04;01-05;01-09;01-10;-2.24;-2.34;25;10;10;25
PG1760;20190101;20271101;01-04;01-05;01-09;01-10;-2.24;-2.34;25;10;10;25
PG1766;20190101;20271101;01-04;01-05;01-09;01-10;-2.24;-2.34;25;10;10;25
PG1758;20190101;20271101;01-04;01-05;01-09;01-10;-2.24;-2.34;25;10;10;25
PG1757;20190101;20271101;01-04;01-05;01-09;01-10;-2.24;-2.34;25;10;10;25
PG1759;20190101;20271101;01-04;01-05;01-09;01-10;-2.24;-2.34;25;10;10;25
PG1755;20190101;20271101;01-04;01-05;01-09;01-10;-2.24;-2.34;25;10;10;25
PG1756;20190101;20271101;01-04;01-05;01-09;01-10;-2.24;-2.34;25;10;10;25
PG1753;20190101;20271101;01-04;01-05;01-09;01-10;-2.24;-2.34;25;10;10;25
PG0496;20190101;20240321;01-04;01-05;01-09;01-10;-1.11;-1.11;25;10;10;25
PG0977;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0877;20190101;20250514;01-04;01-05;01-09;01-10;-2.2;-2.2;0;0;0;0
PG1175;20190101;20230404;01-04;01-05;01-09;01-10;-1.8;-1.8;25;10;10;25
PG1855;20190101;20271101;01-04;01-05;01-09;01-10;-2.73;-2.83;25;10;10;25
PG1404;20051020;20081020;01-04;01-05;01-09;01-10;-2.3;-2.3;0;10.0;10.0;0
PG1404;20081020;20111020;01-04;01-05;01-09;01-10;-2.32;-2.32;0;10.0;10.0;0
PG1404;20111020;20141020;01-04;01-05;01-09;01-10;-2.34;-2.34;0;10.0;10.0;0
PG1404;20141020;20191231;01-04;01-05;01-09;01-10;-2.36;-2.36;0;10.0;10.0;0
